code,scheme,resolution_deg,native_resolution_deg,coarsen_lat_factor,coarsen_lon_factor,hours,native_points,processed_points,point_hours,source_bytes,capacity_layout,capacity_years,wind_capacity_mw,solar_capacity_mw,wind_capacity_mw_start,wind_capacity_mw_end,solar_capacity_mw_start,solar_capacity_mw_end,wind_outside_grid_mw_max,solar_outside_grid_mw_max,wind_outside_grid_points_max,solar_outside_grid_points_max,wind_weight_fallback,solar_weight_fallback,wind_capacity_absent,solar_capacity_absent,wind_low_coverage,solar_low_coverage,wind_fallback_years,solar_fallback_years,compute_s,write_s,total_s,point_hours_per_s,peak_rss_mb,run_id,workers,task_wall_s,source_kind,source_open_s,graph_build_s,system_scope,wind_out_of_system_scope_mw_max,solar_out_of_system_scope_mw_max,wind_out_of_system_scope_points_max,solar_out_of_system_scope_points_max,aggregation_point_hours_per_s,wind_occupied_cells,solar_occupied_cells,combined_occupied_cells,wind_effective_cells,solar_effective_cells,combined_effective_cells
ro,capacity,1.0,0.25,4,4,37944,902,66,2504304,19516337,annual,"2022,2023,2024,2025,2026",5400.857685009488,2838.273042378242,5328.0,5484.0,2043.9100000000003,3507.57,0.0,0.0,0,0,False,False,False,False,False,False,,,1.514130582974758,0.2620982499793172,1.9930918750469573,1256492.001875728,605.84375,20260723T013213Z-85f136d9,8,17.61709154205164,resolution_cache,0.0182080829981714,0.1880735840531997,country,0.0,0.0,0.0,0.0,1653955.1001472303,14.538266919671097,33.538266919671095,36.769133459835544,3.3399946149839197,13.035220855592993,6.7653306762246235
ro,capacity,0.5,0.25,2,2,37944,902,231,8765064,63763041,annual,"2022,2023,2024,2025,2026",5400.857685009488,2838.273042378242,5328.0,5484.0,2043.9100000000003,3507.57,0.0,0.0,0,0,False,False,False,False,False,False,,,1.750674709037412,0.4029505419894121,2.3599385419511236,3714106.890577463,654.796875,20260723T013213Z-85f136d9,8,17.90063912497135,resolution_cache,0.018751333002001,0.1795473750098608,country,0.0,0.0,0.0,0.0,5006677.685324744,22.38330170777989,88.38203668564199,94.91967109424417,4.745875661133184,29.272802421167764,9.988162273233048
ro,capacity,0.25,0.25,1,1,37944,902,902,34225488,236087115,annual,"2022,2023,2024,2025,2026",5400.857685009488,2838.273042378242,5328.0,5484.0,2043.9100000000003,3507.57,0.0,0.0,0,0,False,False,False,False,False,False,,,2.6047065829625353,0.30111008399399,3.1231922089937143,10958495.574317336,635.90625,20260723T013213Z-85f136d9,8,18.54768541699741,resolution_cache,0.0226354579790495,0.1870812090346589,country,0.0,0.0,0.0,0.0,13139863.13232744,25.38330170777989,187.52877925363697,205.2979127134725,4.915533273957767,57.53230784158221,11.165226546278731
ro,uniform,1.0,0.25,4,4,37944,902,66,2504304,19516337,annual,"2022,2023,2024,2025,2026",5400.857685009488,2838.273042378242,5328.0,5484.0,2043.9100000000003,3507.57,0.0,0.0,0,0,False,False,False,False,False,False,,,1.8233582499669865,0.4096189169795252,2.4756349999806844,1011580.4632021842,683.25,20260723T013213Z-85f136d9,8,17.98782783304341,resolution_cache,0.0188119590166024,0.2162270830012858,country,0.0,0.0,0.0,0.0,1373456.9166785204,14.538266919671097,33.538266919671095,36.769133459835544,3.3399946149839197,13.035220855592993,6.7653306762246235
ro,uniform,2.0,0.25,8,8,37944,902,18,682992,5891130,annual,"2022,2023,2024,2025,2026",5400.857685009488,2838.273042378242,5328.0,5484.0,2043.9100000000003,3507.57,0.0,0.0,0,0,False,False,False,False,False,False,,,1.5727258329861795,0.3460817919694818,2.2287218749988824,306450.0813948992,742.671875,20260723T013213Z-85f136d9,8,17.744583583029453,resolution_cache,0.0229789589648135,0.2797190840356052,country,0.0,0.0,0.0,0.0,434272.7674938635,10.538266919671097,13.0,14.0,2.990078330209941,5.9800140507516515,5.072460387524827
ro,uniform,0.5,0.25,2,2,37944,902,231,8765064,63763041,annual,"2022,2023,2024,2025,2026",5400.857685009488,2838.273042378242,5328.0,5484.0,2043.9100000000003,3507.57,0.0,0.0,0,0,False,False,False,False,False,False,,,1.9038307500304656,0.3295057499781251,2.4696007079910487,3549182.6559809074,628.859375,20260723T013213Z-85f136d9,8,18.087017999961972,resolution_cache,0.0177581660100258,0.2028704159893095,country,0.0,0.0,0.0,0.0,4603909.24973753,22.38330170777989,88.38203668564199,94.91967109424417,4.745875661133184,29.272802421167764,9.988162273233048
ro,uniform,0.25,0.25,1,1,37944,902,902,34225488,236087115,annual,"2022,2023,2024,2025,2026",5400.857685009488,2838.273042378242,5328.0,5484.0,2043.9100000000003,3507.57,0.0,0.0,0,0,False,False,False,False,False,False,,,2.7099644580157474,0.2394980000099167,3.1638598749996163,10817637.111695455,675.5,20260723T013213Z-85f136d9,8,18.43322783400072,resolution_cache,0.0200900830095633,0.1874577910057269,country,0.0,0.0,0.0,0.0,12629497.002724571,25.38330170777989,187.52877925363697,205.2979127134725,4.915533273957767,57.53230784158221,11.165226546278731
ro,capacity,2.0,0.25,8,8,37944,902,18,682992,5891130,annual,"2022,2023,2024,2025,2026",5400.857685009488,2838.273042378242,5328.0,5484.0,2043.9100000000003,3507.57,0.0,0.0,0,0,False,False,False,False,False,False,,,1.2579335829941556,0.2915705839986913,1.7601904590264894,388021.6464630442,699.296875,20260723T013213Z-85f136d9,8,17.52569754200522,resolution_cache,0.0190399590064771,0.182403166021686,country,0.0,0.0,0.0,0.0,542947.5842232708,10.538266919671097,13.0,14.0,2.990078330209941,5.9800140507516515,5.072460387524827
at,uniform,1.0,0.25,4,4,37944,429,36,1365984,10901327,annual,"2022,2023,2024,2025,2026",3007.1189120809613,628.7667324478178,2802.0,3090.0,296.744,826.7840000000001,0.0,0.0,0,0,False,False,False,False,False,False,,,1.1939134590211324,0.0970748750260099,1.4591929170419462,936122.964994308,683.25,20260723T013213Z-85f136d9,8,12.074207041994669,resolution_cache,0.0121546249720267,0.1524719170411117,country,0.0,0.0,0.0,0.0,1144123.126914027,9.0,15.769133459835547,15.769133459835547,3.893668489677798,8.713314120868493,4.719456867016815
at,uniform,0.25,0.25,1,1,37944,429,429,16277976,115122968,annual,"2022,2023,2024,2025,2026",3007.1189120809613,628.7667324478178,2802.0,3090.0,296.744,826.7840000000001,0.0,0.0,0,0,False,False,False,False,False,False,,,1.4570757920155302,0.1618841250310652,1.7309977920376696,9403810.955089746,628.859375,20260723T013213Z-85f136d9,8,12.044805541983806,resolution_cache,0.0095157080213539,0.0939239999861456,country,0.0,0.0,0.0,0.0,11171674.177280204,24.538266919671095,77.76217583807717,86.84060721062619,7.300740623508512,26.276789432508803,9.917768869111578
fr,capacity,1.0,0.25,4,4,37944,2752,176,6678144,50911246,annual,"2022,2023,2024,2025,2026",24572.401075268815,10853.2161941809,22728.300000000003,25854.6,8829.400000000001,12553.528,0.0,0.0,0,0,False,False,False,False,False,False,,,1.2729536250117237,0.1538380000274628,1.567784583021421,4259605.606740907,624.9375,20260723T013213Z-85f136d9,8,10.712304416985717,resolution_cache,0.0097264170181006,0.1248411249835044,country,0.0,0.0,0.0,0.0,5246180.119042826,64.76913345983554,80.0,82.76913345983554,28.98288458161992,34.58172914782183,42.64273912446239
fr,capacity,2.0,0.25,8,8,37944,2752,48,1821312,14822283,annual,"2022,2023,2024,2025,2026",24572.401075268815,10853.2161941809,22728.300000000003,25854.6,8829.400000000001,12553.528,0.0,0.0,0,0,False,False,False,False,False,False,,,1.1115355840302072,0.1294149169698357,1.4376130829914473,1266899.9896760369,654.796875,20260723T013213Z-85f136d9,8,10.406687374983449,resolution_cache,0.0199363750289194,0.1714459999930113,country,0.0,0.0,0.0,0.0,1638554.8300633656,23.769133459835547,27.0,28.769133459835547,10.471487423298088,11.905241182490949,14.297505527850404
fr,capacity,0.5,0.25,2,2,37944,2752,704,26712576,189769054,annual,"2022,2023,2024,2025,2026",24572.401075268815,10853.2161941809,22728.300000000003,25854.6,8829.400000000001,12553.528,0.0,0.0,0,0,False,False,False,False,False,False,,,1.6414309999672696,0.1320629579713568,1.89824187499471,14072272.006998288,605.84375,20260723T013213Z-85f136d9,8,10.966753749991769,resolution_cache,0.0118363329675048,0.1060022090096026,country,0.0,0.0,0.0,0.0,16273956.078892536,174.92156862745097,240.99367488931057,271.53573687539534,56.53620390749285,83.62796988173109,92.71748085632916
at,uniform,0.5,0.25,2,2,37944,429,119,4515336,33780621,annual,"2022,2023,2024,2025,2026",3007.1189120809613,628.7667324478178,2802.0,3090.0,296.744,826.7840000000001,0.0,0.0,0,0,False,False,False,False,False,False,,,1.2580505420337431,0.2280984160024672,1.645011708023958,2744865.570242032,675.5,20260723T013213Z-85f136d9,8,12.124274750007316,resolution_cache,0.01330708299065,0.1013595000258646,country,0.0,0.0,0.0,0.0,3589153.0976971597,17.0,36.92156862745098,39.383301707779886,3.5787623235894954,16.205754879606737,4.620199253910544
fr,uniform,1.0,0.25,4,4,37944,2752,176,6678144,50911246,annual,"2022,2023,2024,2025,2026",24572.401075268815,10853.2161941809,22728.300000000003,25854.6,8829.400000000001,12553.528,0.0,0.0,0,0,False,False,False,False,False,False,,,1.4825400410336442,0.5298847500234842,2.167887791991234,3080484.158207301,699.296875,20260723T013213Z-85f136d9,8,10.447867500013672,resolution_cache,0.0117892500129528,0.1376648749574087,country,0.0,0.0,0.0,0.0,4504528.589557636,64.76913345983554,80.0,82.76913345983554,28.98288458161992,34.58172914782183,42.64273912446239
fr,uniform,2.0,0.25,8,8,37944,2752,48,1821312,14822283,annual,"2022,2023,2024,2025,2026",24572.401075268815,10853.2161941809,22728.300000000003,25854.6,8829.400000000001,12553.528,0.0,0.0,0,0,False,False,False,False,False,False,,,1.6148345840047114,0.2223818749771453,2.3077536249766126,789214.2299282306,675.5,20260723T013213Z-85f136d9,8,9.724593958002515,resolution_cache,0.0205270830192603,0.4449224169948138,country,0.0,0.0,0.0,0.0,1127862.889512333,23.769133459835547,27.0,28.769133459835547,10.471487423298088,11.905241182490949,14.297505527850404
fr,capacity,0.25,0.25,1,1,37944,2752,2752,104421888,702179502,annual,"2022,2023,2024,2025,2026",24572.401075268815,10853.2161941809,22728.300000000003,25854.6,8829.400000000001,12553.528,0.0,0.0,0,0,False,False,False,False,False,False,,,4.58579733298393,0.1901936670183204,4.913373542018235,21252584.829344627,675.21875,20260723T013213Z-85f136d9,8,12.004575333034154,resolution_cache,0.0101441249717026,0.1201205829856917,country,0.0,0.0,0.0,0.0,22770715.84671488,366.53447185325746,552.7330803289058,744.2061986084757,135.43347804772458,190.89384397423683,231.806873370412
fr,uniform,0.25,0.25,1,1,37944,2752,2752,104421888,702179502,annual,"2022,2023,2024,2025,2026",24572.401075268815,10853.2161941809,22728.300000000003,25854.6,8829.400000000001,12553.528,0.0,0.0,0,0,False,False,False,False,False,False,,,4.337262624991126,0.1690828750142827,4.686166082974523,22283010.49324284,742.03125,20260723T013213Z-85f136d9,8,12.184152374975383,resolution_cache,0.0178282079868949,0.1571930000209249,country,0.0,0.0,0.0,0.0,24075528.0527228,366.53447185325746,552.7330803289058,744.2061986084757,135.43347804772458,190.89384397423683,231.806873370412
at,capacity,0.5,0.25,2,2,37944,429,119,4515336,33780621,annual,"2022,2023,2024,2025,2026",3007.1189120809613,628.7667324478178,2802.0,3090.0,296.744,826.7840000000001,0.0,0.0,0,0,False,False,False,False,False,False,,,1.0620999580132775,0.119852790958248,1.30042870802572,3472190.341641316,654.796875,20260723T013213Z-85f136d9,8,11.77149533398915,resolution_cache,0.0106709169922396,0.1038270000135526,country,0.0,0.0,0.0,0.0,4251328.668203895,17.0,36.92156862745098,39.383301707779886,3.5787623235894954,16.205754879606737,4.620199253910544
at,capacity,1.0,0.25,4,4,37944,429,36,1365984,10901327,annual,"2022,2023,2024,2025,2026",3007.1189120809613,628.7667324478178,2802.0,3090.0,296.744,826.7840000000001,0.0,0.0,0,0,False,False,False,False,False,False,,,0.9431599999661556,0.1373162499512545,1.214047665998805,1125148.5738627862,605.84375,20260723T013213Z-85f136d9,8,11.91665412497241,resolution_cache,0.0104731249739415,0.115785332978703,country,0.0,0.0,0.0,0.0,1448305.6957981857,9.0,15.769133459835547,15.769133459835547,3.893668489677798,8.713314120868493,4.719456867016815
at,capacity,2.0,0.25,8,8,37944,429,10,379440,3507859,annual,"2022,2023,2024,2025,2026",3007.1189120809613,628.7667324478178,2802.0,3090.0,296.744,826.7840000000001,0.0,0.0,0,0,False,False,False,False,False,False,,,0.8502018330036663,0.1473826660076156,1.107659374945797,342560.1846403077,699.296875,20260723T013213Z-85f136d9,8,11.748221667017788,resolution_cache,0.0124927499564364,0.0933917079819366,country,0.0,0.0,0.0,0.0,446294.027218786,6.0,7.307400379506642,7.7691334598355475,3.472518866945366,4.592651589522983,4.1124501637524356
at,capacity,0.25,0.25,1,1,37944,429,429,16277976,115122968,annual,"2022,2023,2024,2025,2026",3007.1189120809613,628.7667324478178,2802.0,3090.0,296.744,826.7840000000001,0.0,0.0,0,0,False,False,False,False,False,False,,,1.3180060419836082,0.2388372079585679,1.6758445000159554,9713297.385195954,624.9375,20260723T013213Z-85f136d9,8,12.0957774160197,resolution_cache,0.0142347079818136,0.0977007080218754,country,0.0,0.0,0.0,0.0,12350456.281294078,24.538266919671095,77.76217583807717,86.84060721062619,7.300740623508512,26.276789432508803,9.917768869111578
fr,uniform,0.5,0.25,2,2,37944,2752,704,26712576,189769054,annual,"2022,2023,2024,2025,2026",24572.401075268815,10853.2161941809,22728.300000000003,25854.6,8829.400000000001,12553.528,0.0,0.0,0,0,False,False,False,False,False,False,,,1.9352841249783523,0.464255291968584,2.5569684579968452,10446971.262573533,628.859375,20260723T013213Z-85f136d9,8,10.819491458008995,resolution_cache,0.0099369160016067,0.1396879169624298,country,0.0,0.0,0.0,0.0,13802922.090470204,174.92156862745097,240.99367488931057,271.53573687539534,56.53620390749285,83.62796988173109,92.71748085632916
lv,capacity,1.0,0.25,4,4,37944,372,24,910656,7416573,annual,"2022,2023,2024,2025,2026",100.0,289.8595825426945,100.0,100.0,18.6,585.3000000000001,0.0,0.0,0,0,False,False,False,False,True,True,,,0.7679000830394216,0.2069915420142933,1.0982912500039674,829157.1111002754,603.3125,20260723T013213Z-85f136d9,8,11.735969582980031,resolution_cache,0.0092367089819163,0.110002874978818,country,0.0,0.0,0.0,0.0,1185904.2863956166,3.0,10.306135357368754,11.46046805819102,2.3137436372049973,3.4964171627138665,4.849698237404758
lt,uniform,0.5,0.25,2,2,37944,338,91,3452904,25001397,annual,"2022,2023,2024,2025,2026",922.8962681846932,553.2268817204301,547.0,1308.0,152.9,848.2,0.0,0.0,0,0,False,False,False,False,False,False,,,1.3128873750101775,0.4427312909974716,1.8841081249993297,1832646.4146006636,667.359375,20260723T013213Z-85f136d9,8,11.565497791976668,resolution_cache,0.010620083019603,0.1119688750477507,country,0.0,0.0,0.0,0.0,2630007.7719714786,10.45920303605313,29.688172043010752,31.149905123339657,6.834392486765271,14.38175206072133,12.433012703816576
lv,uniform,1.0,0.25,4,4,37944,372,24,910656,7416573,annual,"2022,2023,2024,2025,2026",100.0,289.8595825426945,100.0,100.0,18.6,585.3000000000001,0.0,0.0,0,0,False,False,False,False,True,True,,,0.7815210000262596,0.1207702499814331,1.0072228749631904,904125.6137409316,646.703125,20260723T013213Z-85f136d9,8,11.40731312497519,resolution_cache,0.0100479589891619,0.0888677079929038,country,0.0,0.0,0.0,0.0,1165235.4830764642,3.0,10.306135357368754,11.46046805819102,2.3137436372049973,3.4964171627138665,4.849698237404758
nl,capacity,1.0,0.25,4,4,37944,266,20,758880,6246334,annual,"2022,2023,2024,2025,2026",10999.684440227704,5749.6218431372545,8189.500000000001,12022.1,4819.16,6479.735000000001,0.0,0.0,0,0,False,False,False,False,False,False,,,0.8713470409857109,0.1922655419912189,1.1895715839928016,637943.9541190253,509.984375,20260723T013213Z-85f136d9,8,8.75649895798415,resolution_cache,0.0106981249991804,0.1112645000102929,country,0.0,0.0,0.0,0.0,870927.3851914587,15.0,16.0,17.0,5.120799498571431,7.0343143637327215,7.8950947606146205
nl,uniform,1.0,0.25,4,4,37944,266,20,758880,6246334,annual,"2022,2023,2024,2025,2026",10999.684440227704,5749.6218431372545,8189.500000000001,12022.1,4819.16,6479.735000000001,0.0,0.0,0,0,False,False,False,False,False,False,,,0.8733283749897964,0.5660095000057481,1.5860153749817982,478482.1206469762,538.28125,20260723T013213Z-85f136d9,8,8.493682875006925,resolution_cache,0.0088524169987067,0.0947744169970974,country,0.0,0.0,0.0,0.0,868951.4983511975,15.0,16.0,17.0,5.120799498571431,7.0343143637327215,7.8950947606146205
nl,uniform,0.25,0.25,1,1,37944,266,266,10093104,67614484,annual,"2022,2023,2024,2025,2026",10999.684440227704,5749.6218431372545,8189.500000000001,12022.1,4819.16,6479.735000000001,0.0,0.0,0,0,False,False,False,False,False,False,,,1.192965957976412,0.4417407090077176,1.7520971249905417,5760584.762134397,554.015625,20260723T013213Z-85f136d9,8,8.617101958021522,resolution_cache,0.0107194579904899,0.100079416995868,country,0.0,0.0,0.0,0.0,8460513.003338832,60.30740037950664,95.07590132827325,109.53826691967107,19.551157652748188,47.85151068456672,36.34234851055617
nl,uniform,0.5,0.25,2,2,37944,266,70,2656080,19298202,annual,"2022,2023,2024,2025,2026",10999.684440227704,5749.6218431372545,8189.500000000001,12022.1,4819.16,6479.735000000001,0.0,0.0,0,0,False,False,False,False,False,False,,,1.0826050830073657,0.5267693329951726,1.7223000000230968,1542170.3535762532,564.65625,20260723T013213Z-85f136d9,8,8.627358667028602,resolution_cache,0.012678291008342,0.0926149579463526,country,0.0,0.0,0.0,0.0,2453415.4159166547,30.769133459835547,35.769133459835544,39.769133459835544,8.31463004699186,17.08067088403932,14.179284363722225
nl,uniform,2.0,0.25,8,8,37944,266,6,227664,2267219,annual,"2022,2023,2024,2025,2026",10999.684440227704,5749.6218431372545,8189.500000000001,12022.1,4819.16,6479.735000000001,0.0,0.0,0,0,False,False,False,False,False,False,,,0.9275254579843022,0.5498333749710582,1.6196890830178745,140560.31023917667,564.8125,20260723T013213Z-85f136d9,8,8.441264291992411,resolution_cache,0.0107916250126436,0.124643291987013,country,0.0,0.0,0.0,0.0,245453.101087661,6.0,6.0,6.0,3.544045854068426,3.932697465631264,4.7236378857413195
pt,capacity,0.25,0.25,1,1,37944,368,368,13963392,95321883,annual,"2022,2023,2024,2025,2026",5714.33687539532,2353.789552814674,5586.200000000001,5754.6,1385.5280000000002,3160.092,0.0,0.0,0,0,False,False,False,False,False,False,,,1.0870857090339996,0.1855332500417716,1.4016636250307783,9962013.532093612,551.984375,20260723T013213Z-85f136d9,8,11.56848587503191,resolution_cache,0.010636708990205,0.1102036249940283,mainland_portugal,10.0,18.799999999999997,1.0,5.0,12844794.006544411,69.0,69.07463630613536,111.84566729917772,30.91502842840207,26.1082053900431,46.91023722465007
pt,capacity,1.0,0.25,4,4,37944,368,24,910656,7475353,annual,"2022,2023,2024,2025,2026",5714.33687539532,2353.789552814674,5586.200000000001,5754.6,1385.5280000000002,3160.092,0.0,0.0,0,0,False,False,False,False,False,False,,,0.8858144169789739,0.163515416032169,1.1718896250240505,777083.4219829455,540.421875,20260723T013213Z-85f136d9,8,11.321007666003425,resolution_cache,0.0089698749943636,0.1059378329664468,mainland_portugal,10.0,18.799999999999997,1.0,5.0,1028043.7781829596,16.0,13.538266919671097,18.0,6.993064288724175,8.916782062493413,9.822731019838924
pt,capacity,0.5,0.25,2,2,37944,368,96,3642624,26422593,annual,"2022,2023,2024,2025,2026",5714.33687539532,2353.789552814674,5586.200000000001,5754.6,1385.5280000000002,3160.092,0.0,0.0,0,0,False,False,False,False,False,False,,,1.010478999989573,0.1169700419995933,1.2484902080032043,2917623.203329642,548.625,20260723T013213Z-85f136d9,8,11.381776250025723,resolution_cache,0.0165981670143082,0.0973802079679444,mainland_portugal,10.0,18.799999999999997,1.0,5.0,3604848.7895716666,35.0,34.690702087286525,49.0,15.653062475566871,14.477646535311546,21.694316428445465
pt,capacity,2.0,0.25,8,8,37944,368,6,227664,2264171,annual,"2022,2023,2024,2025,2026",5714.33687539532,2353.789552814674,5586.200000000001,5754.6,1385.5280000000002,3160.092,0.0,0.0,0,0,False,False,False,False,False,False,,,0.8217213750467636,0.1631682079751044,1.1011117920279505,206758.29797508975,514.34375,20260723T013213Z-85f136d9,8,11.481391832989177,resolution_cache,0.0081243339809589,0.1007125410251319,mainland_portugal,10.0,18.799999999999997,1.0,5.0,277057.4149748068,6.0,6.0,6.0,4.253811675626898,4.129637070640339,5.028937527813367
pt,uniform,2.0,0.25,8,8,37944,368,6,227664,2264171,annual,"2022,2023,2024,2025,2026",5714.33687539532,2353.789552814674,5586.200000000001,5754.6,1385.5280000000002,3160.092,0.0,0.0,0,0,False,False,False,False,False,False,,,0.8883219580166042,0.317832458007615,1.3293545840424486,171259.04761067894,564.8125,20260723T013213Z-85f136d9,8,11.208194833016025,resolution_cache,0.0113733329926617,0.1051154999877326,mainland_portugal,10.0,18.799999999999997,1.0,5.0,256285.45815563932,6.0,6.0,6.0,4.253811675626898,4.129637070640339,5.028937527813367
pt,uniform,1.0,0.25,4,4,37944,368,24,910656,7475353,annual,"2022,2023,2024,2025,2026",5714.33687539532,2353.789552814674,5586.200000000001,5754.6,1385.5280000000002,3160.092,0.0,0.0,0,0,False,False,False,False,False,False,,,0.7959647499956191,0.2646388339926488,1.2096311670029536,752837.744960135,564.65625,20260723T013213Z-85f136d9,8,11.326240207999945,resolution_cache,0.0083123340154998,0.10371799999848,mainland_portugal,10.0,18.799999999999997,1.0,5.0,1144090.8658392376,16.0,13.538266919671097,18.0,6.993064288724175,8.916782062493413,9.822731019838924
pt,uniform,0.5,0.25,2,2,37944,368,96,3642624,26422593,annual,"2022,2023,2024,2025,2026",5714.33687539532,2353.789552814674,5586.200000000001,5754.6,1385.5280000000002,3160.092,0.0,0.0,0,0,False,False,False,False,False,False,,,0.9918769170180894,0.2682565840077586,1.3920547500019893,2616724.66545931,563.4375,20260723T013213Z-85f136d9,8,11.388930916960817,resolution_cache,0.0091716250171884,0.1167169170221313,mainland_portugal,10.0,18.799999999999997,1.0,5.0,3672455.662090549,35.0,34.690702087286525,49.0,15.653062475566871,14.477646535311546,21.694316428445465
pt,uniform,0.25,0.25,1,1,37944,368,368,13963392,95321883,annual,"2022,2023,2024,2025,2026",5714.33687539532,2353.789552814674,5586.200000000001,5754.6,1385.5280000000002,3160.092,0.0,0.0,0,0,False,False,False,False,False,False,,,1.1246767910197375,0.4186714169918559,1.6582121250103228,8420751.355869548,598.53125,20260723T013213Z-85f136d9,8,11.576390292029828,resolution_cache,0.0125207920209504,0.0957130420138128,mainland_portugal,10.0,18.799999999999997,1.0,5.0,12415470.925953291,69.0,69.07463630613536,111.84566729917772,30.91502842840207,26.1082053900431,46.91023722465007
lv,uniform,0.5,0.25,2,2,37944,372,96,3642624,26463060,annual,"2022,2023,2024,2025,2026",100.0,289.8595825426945,100.0,100.0,18.6,585.3000000000001,0.0,0.0,0,0,False,False,False,False,True,True,,,1.1956247090129182,0.3476007080171257,1.6753532500006258,2174242.3575437833,626.015625,20260723T013213Z-85f136d9,8,11.493790875014383,resolution_cache,0.014113915967755,0.1111061249976046,country,0.0,0.0,0.0,0.0,3046628.237557311,3.0,20.996204933586338,22.381404174573056,2.3137436372049973,8.181398643253628,8.880961412834226
gr,capacity,1.0,0.25,4,4,37944,1140,80,3035520,23332729,annual,"2022,2023,2024,2025,2026",5280.2767868437695,4311.571921568626,4743.3,5528.6,2512.801,5212.253,0.0,0.0,0,0,False,False,False,False,False,False,,,1.17334012495121,0.1637539170333184,1.4752092499984428,2057687.7483673615,586.359375,20260723T013213Z-85f136d9,8,11.54688545805402,resolution_cache,0.0204145830357447,0.1098470410215668,country,0.0,0.0,0.0,0.0,2587075.934291622,34.0,25.0,40.0,10.203295854260968,9.2988333055178,14.529572177879643
nl,capacity,2.0,0.25,8,8,37944,266,6,227664,2267219,annual,"2022,2023,2024,2025,2026",10999.684440227704,5749.6218431372545,8189.500000000001,12022.1,4819.16,6479.735000000001,0.0,0.0,0,0,False,False,False,False,False,False,,,0.8547020420082845,0.182245000032708,1.1705779590411112,194488.5415290861,538.5625,20260723T013213Z-85f136d9,8,8.694215625000652,resolution_cache,0.0091663329512812,0.1207306249998509,country,0.0,0.0,0.0,0.0,266366.5099770445,6.0,6.0,6.0,3.544045854068426,3.932697465631264,4.7236378857413195
gr,capacity,2.0,0.25,8,8,37944,1140,20,758880,6446967,annual,"2022,2023,2024,2025,2026",5280.2767868437695,4311.571921568626,4743.3,5528.6,2512.801,5212.253,0.0,0.0,0,0,False,False,False,False,False,False,,,0.8837076249765232,0.2300006670411676,1.2714622089988552,596856.1193789153,605.84375,20260723T013213Z-85f136d9,8,11.447394957998767,resolution_cache,0.0163814999978058,0.1331108749727718,country,0.0,0.0,0.0,0.0,858745.5608071284,16.0,9.0,17.0,4.3405375114819,3.9043333168862175,5.681110408027649
nl,capacity,0.5,0.25,2,2,37944,266,70,2656080,19298202,annual,"2022,2023,2024,2025,2026",10999.684440227704,5749.6218431372545,8189.500000000001,12022.1,4819.16,6479.735000000001,0.0,0.0,0,0,False,False,False,False,False,False,,,1.0148172499611974,0.1867627089959569,1.328091041999869,1999923.1347878196,548.625,20260723T013213Z-85f136d9,8,8.771482958982233,resolution_cache,0.009308458014857,0.113582124991808,country,0.0,0.0,0.0,0.0,2617298.8290271554,30.769133459835547,35.769133459835544,39.769133459835544,8.31463004699186,17.08067088403932,14.179284363722225
ie,uniform,2.0,0.25,8,8,37944,378,9,341496,3138237,annual,"2022,2023,2024,2025,2026",4198.2537001897535,617.0733447185326,3851.7,4381.1,238.01099999999997,862.763,0.0,0.0,0,0,False,False,False,False,False,False,,,1.005779209022876,0.3493566249962896,1.4623457919806242,233526.16178248267,550.03125,20260723T013213Z-85f136d9,8,9.774323707970323,resolution_cache,0.0097947499598376,0.0887809160049073,country,0.0,0.0,0.0,0.0,339533.7634109246,7.0,5.0,7.0,4.316046405844955,2.595006383833372,5.088173316949671
dk,capacity,0.5,0.25,2,2,37944,528,136,5160384,37080157,annual,"2022,2023,2024,2025,2026",4839.246236559139,2520.3609544592036,4642.7,5003.3,1935.385,3147.534,0.0,0.0,0,0,False,False,False,False,False,False,,,1.1093897499958985,0.1426363330101594,1.7938228329876438,2876752.3219699957,326.234375,20260723T013213Z-85f136d9,8,11.26414875005139,resolution_cache,0.4049098750110715,0.1286843749694526,country,0.0,0.0,0.0,0.0,4651551.9005102385,37.538266919671095,41.07590132827325,52.30740037950664,17.789007685242698,15.168898080803103,24.788320058428635
dk,capacity,2.0,0.25,8,8,37944,528,10,379440,3386066,annual,"2022,2023,2024,2025,2026",4839.246236559139,2520.3609544592036,4642.7,5003.3,1935.385,3147.534,0.0,0.0,0,0,False,False,False,False,False,False,,,0.9781853329623118,0.144176542002242,1.6534237910527736,229487.44420715133,270.296875,20260723T013213Z-85f136d9,8,11.24449754098896,resolution_cache,0.4026514170109294,0.1244946660008281,country,0.0,0.0,0.0,0.0,387901.9519245023,6.0,6.0,7.0,4.73116710466538,4.2533739015768885,5.299820850987769
dk,capacity,1.0,0.25,4,4,37944,528,36,1365984,10678969,annual,"2022,2023,2024,2025,2026",4839.246236559139,2520.3609544592036,4642.7,5003.3,1935.385,3147.534,0.0,0.0,0,0,False,False,False,False,False,False,,,1.0292036660248414,0.1106800410198047,1.6935987920151092,806557.0230920509,280.453125,20260723T013213Z-85f136d9,8,11.258648042043204,resolution_cache,0.4323856250266544,0.1162827080115675,country,0.0,0.0,0.0,0.0,1327224.1880714695,17.538266919671095,17.0,19.538266919671095,9.69173923286978,7.859937964507371,11.433936309008516
