split_fraction,train_rows,test_rows,test_start,test_end,block_mode,block_days,temporal_blocks,requested_resamples,seed,code,country,task,model,metric,primary_metric,point_estimate,bootstrap_mean,bootstrap_median,ci_low,ci_high,confidence,valid_resamples,positive_ci,excludes_zero,direction,p_two_sided
0.8,30353,7589,2025-06-18T17:00:00+00:00,2026-04-30T21:00:00+00:00,iso_week,7,46,2000,899312267,nl,Netherlands,classification,LogReg,auc_gain,True,0.12781835811247566,0.1272901425208659,0.12719011818842918,0.09905100750702593,0.15710575731200782,0.95,2000,True,True,positive,0.0009995002498750624
0.8,30354,7589,2025-06-18T18:00:00+00:00,2026-04-30T22:00:00+00:00,iso_week,7,46,2000,3678831450,pt,Portugal,classification,LogReg,auc_gain,True,0.11927128547320187,0.11972800587917547,0.11889517749271467,0.0787552493555297,0.16661142138433235,0.95,2000,True,True,positive,0.0009995002498750624
0.8,30352,7589,2025-06-18T16:00:00+00:00,2026-04-30T20:00:00+00:00,iso_week,7,46,2000,237117681,ro,Romania,classification,LogReg,auc_gain,True,0.1495536173112112,0.1516687689879383,0.1497142180892485,0.08238393739390543,0.226712806841681,0.95,2000,True,True,positive,0.0009995002498750624
0.8,30351,7588,2025-06-18T15:00:00+00:00,2026-04-30T21:00:00+00:00,iso_week,7,46,2000,910377674,rs,Serbia,classification,LogReg,auc_gain,True,0.057102150046053346,0.05927207430571086,0.05708967538996457,0.021307940960750588,0.11081018324529013,0.95,2000,True,True,positive,0.001999000499750125
0.8,30281,7571,2025-06-19T04:00:00+00:00,2026-04-30T21:00:00+00:00,iso_week,7,46,2000,3546271242,si,Slovenia,classification,LogReg,auc_gain,True,-0.01654248673109937,-0.016891471606007364,-0.01659170869082055,-0.031581908268811146,-0.003454393416348132,0.95,2000,False,True,negative,0.013993003498250875
0.8,30308,7578,2025-06-18T22:00:00+00:00,2026-04-30T21:00:00+00:00,iso_week,7,46,2000,3601063077,sk,Slovakia,classification,LogReg,auc_gain,True,0.07951595159515945,0.07953687054543787,0.0791979892022211,0.049488211819448166,0.10919745590290401,0.95,1278,True,True,positive,0.001563721657544957
0.8,30353,7589,2025-06-18T17:00:00+00:00,2026-04-30T21:00:00+00:00,iso_week,7,46,2000,485424676,at,Austria,classification,LogReg,brier_reduction,False,0.055871704664280014,0.0553235703932232,0.0549251917262187,0.03138764416564133,0.08132321848872019,0.95,2000,True,True,positive,0.0009995002498750624
0.8,30353,7589,2025-06-18T17:00:00+00:00,2026-04-30T21:00:00+00:00,iso_week,7,46,2000,1557233849,be,Belgium,classification,LogReg,brier_reduction,False,0.04552584844268352,0.04574493456087073,0.0455645498099682,0.03372269922074977,0.05800619612174343,0.95,2000,True,True,positive,0.0009995002498750624
0.8,30352,7588,2025-06-18T17:00:00+00:00,2026-04-30T20:00:00+00:00,iso_week,7,46,2000,1880112050,bg,Bulgaria,classification,LogReg,brier_reduction,False,0.004123896217113912,0.0040717550230561835,0.004005151414278145,0.0010492201413806312,0.007492784705915085,0.95,2000,True,True,positive,0.004997501249375313
0.8,30353,7589,2025-06-18T17:00:00+00:00,2026-04-30T21:00:00+00:00,iso_week,7,46,2000,147067191,cz,Czech Republic,classification,LogReg,brier_reduction,False,0.0011032463406317602,0.0011058172005889034,0.001047307163486607,0.00025901392124301855,0.0022413397430570193,0.95,2000,True,True,positive,0.0009995002498750624
0.8,30353,7589,2025-06-18T17:00:00+00:00,2026-04-30T21:00:00+00:00,iso_week,7,46,2000,3581592072,de,Germany,classification,LogReg,brier_reduction,False,0.148743944998842,0.14876740914621858,0.1487852295329747,0.13390523302601642,0.16383084665240116,0.95,2000,True,True,positive,0.0009995002498750624
0.8,30339,7585,2025-06-18T12:00:00+00:00,2026-04-30T21:00:00+00:00,iso_week,7,46,2000,4118848249,dk,Denmark,classification,LogReg,brier_reduction,False,0.11184785679038847,0.11164823349892164,0.11155832226631544,0.0962242286956053,0.12703486518454712,0.95,2000,True,True,positive,0.0009995002498750624
0.8,30352,7589,2025-06-18T16:00:00+00:00,2026-04-30T21:00:00+00:00,iso_week,7,46,2000,156492851,es,Spain,classification,LogReg,brier_reduction,False,0.09005323181338287,0.08995673736538826,0.0900109030796037,0.07564142371517642,0.10348602599835766,0.95,2000,True,True,positive,0.0009995002498750624
0.8,30305,7577,2025-06-18T00:00:00+00:00,2026-04-30T21:00:00+00:00,iso_week,7,46,2000,1120195802,fr,France,classification,LogReg,brier_reduction,False,0.0034334452295343154,0.0034344327679470296,0.0033637922586174877,0.0009834179599226885,0.0062751065707578,0.95,2000,True,True,positive,0.004997501249375313
0.8,30346,7587,2025-06-18T17:00:00+00:00,2026-04-30T20:00:00+00:00,iso_week,7,46,2000,2299880843,gr,Greece,classification,LogReg,brier_reduction,False,0.053363984898304684,0.05315450674083763,0.05317840634474981,0.0322369294728618,0.07491557143124858,0.95,2000,True,True,positive,0.0009995002498750624
0.8,30352,7589,2025-06-18T17:00:00+00:00,2026-04-30T21:00:00+00:00,iso_week,7,46,2000,2754115982,hr,Croatia,classification,LogReg,brier_reduction,False,0.07485434336511601,0.07480080282874357,0.07492932654036892,0.05359865618439596,0.09604840452777988,0.95,2000,True,True,positive,0.0009995002498750624
0.8,28868,7217,2025-05-18T22:00:00+00:00,2026-04-30T22:00:00+00:00,iso_week,7,48,2000,2169394076,ie,Ireland,classification,LogReg,brier_reduction,False,0.14875940860230646,0.14871676315050597,0.148865310172278,0.12636658758995128,0.17091268934465337,0.95,2000,True,True,positive,0.0009995002498750624
0.8,30351,7588,2025-06-18T16:00:00+00:00,2026-04-30T20:00:00+00:00,iso_week,7,46,2000,826932186,lt,Lithuania,classification,LogReg,brier_reduction,False,0.05546934796797587,0.055441152275185236,0.055491132690017986,0.036010334270824534,0.07556071295736472,0.95,2000,True,True,positive,0.0009995002498750624
0.8,30352,7589,2025-06-18T16:00:00+00:00,2026-04-30T20:00:00+00:00,iso_week,7,46,2000,3593180117,lv,Latvia,classification,LogReg,brier_reduction,False,0.008750819343872729,0.008739376863881366,0.008759631471828372,0.0039029711434055707,0.01393682344808978,0.95,2000,True,True,positive,0.001999000499750125
0.8,30353,7589,2025-06-18T17:00:00+00:00,2026-04-30T21:00:00+00:00,iso_week,7,46,2000,899312267,nl,Netherlands,classification,LogReg,brier_reduction,False,0.004338155138543798,0.004338161544914554,0.0041970184489122896,0.0018035276061745685,0.007495069467314092,0.95,2000,True,True,positive,0.0009995002498750624
0.8,30354,7589,2025-06-18T18:00:00+00:00,2026-04-30T22:00:00+00:00,iso_week,7,46,2000,3678831450,pt,Portugal,classification,LogReg,brier_reduction,False,0.04123676650977898,0.041558269204588646,0.04146772908844751,0.02799612775768928,0.055788088287213815,0.95,2000,True,True,positive,0.0009995002498750624
0.8,30352,7589,2025-06-18T16:00:00+00:00,2026-04-30T20:00:00+00:00,iso_week,7,46,2000,237117681,ro,Romania,classification,LogReg,brier_reduction,False,0.03550397657356005,0.03572543662912311,0.03553477005353743,0.021013602204467588,0.05073678470970923,0.95,2000,True,True,positive,0.0009995002498750624
0.8,30351,7588,2025-06-18T15:00:00+00:00,2026-04-30T21:00:00+00:00,iso_week,7,46,2000,910377674,rs,Serbia,classification,LogReg,brier_reduction,False,0.0037802839463475374,0.003682399134323921,0.0034722619694772996,0.0006059002854906289,0.007914566543587603,0.95,2000,True,True,positive,0.01699150424787606
0.8,30281,7571,2025-06-19T04:00:00+00:00,2026-04-30T21:00:00+00:00,iso_week,7,46,2000,3546271242,si,Slovenia,classification,LogReg,brier_reduction,False,-0.002880323841113419,-0.002870223893197621,-0.0028566650175251007,-0.005153094568414327,-0.0005693191077669337,0.95,2000,False,True,negative,0.012993503248375811
0.8,30308,7578,2025-06-18T22:00:00+00:00,2026-04-30T21:00:00+00:00,iso_week,7,46,2000,3601063077,sk,Slovakia,classification,LogReg,brier_reduction,False,-1.4280660391226166e-06,-1.4219211544271068e-06,-1.1845925130580344e-06,-6.340584786331994e-06,2.080628595323397e-06,0.95,2000,False,False,overlaps_zero,0.5567216391804098
